,Record_Number,Value_1,Value_2,Result,Timestamp,FileName
0,1,2,3,2021-12-01 02:49:39.870835,tests/tests_data/addition.csv
24,15,-24,-0.625,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
25,23,-19,-1.210526316,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
26,25,3,8.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
27,-17,-18,0.944444444,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
28,-22,4,-5.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
29,-10,19,-0.526315789,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
30,-1,24,-0.041666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
31,-18,-3,6,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
32,23,-17,-1.352941176,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
33,3,-6,-0.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
34,24,-24,-1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
35,4,25,0.16,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
36,9,6,1.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
37,-4,5,-0.8,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
38,-23,-13,1.769230769,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
39,-13,-25,0.52,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
40,14,22,0.636363636,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
41,-18,3,-6,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
42,0,-1,0,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
43,12,-20,-0.6,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
44,-25,19,-1.315789474,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
45,-18,-12,1.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
46,-1,20,-0.05,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
47,-4,9,-0.444444444,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
48,1,-10,-0.1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
49,-16,5,-3.2,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
50,-24,18,-1.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
51,19,15,1.266666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
52,0,17,0,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
54,-1,19,-0.052631579,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
55,22,-15,-1.466666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
56,-6,-16,0.375,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
57,-3,19,-0.157894737,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
58,-3,17,-0.176470588,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
59,-16,-17,0.941176471,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
60,10,-6,-1.666666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
61,25,16,1.5625,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
62,23,22,1.045454545,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
63,-3,-21,0.142857143,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
64,-9,18,-0.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
65,1,23,0.043478261,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
66,-22,-17,1.294117647,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
67,-14,-25,0.56,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
68,-3,3,-1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
69,-4,13,-0.307692308,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
70,-25,-25,1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
71,20,22,0.909090909,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
72,17,22,0.772727273,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
73,-15,-3,5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
74,-15,24,-0.625,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
75,9,-1,-9,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
76,9,1,9,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
77,1,20,0.05,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
78,25,-2,-12.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
79,-20,-23,0.869565217,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
80,0,-15,0,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
81,25,-9,-2.777777778,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
82,-19,9,-2.111111111,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
83,-12,3,-4,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
84,3,-9,-0.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
85,-8,-8,1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
86,-14,-7,2,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
87,-8,-9,0.888888889,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
88,2,7,0.285714286,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
89,15,-16,-0.9375,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
90,4,-5,-0.8,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
91,-13,3,-4.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
92,-23,-6,3.833333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
93,15,-22,-0.681818182,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
94,-10,-8,1.25,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
95,6,-12,-0.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
96,-20,-11,1.818181818,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
97,-6,24,-0.25,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
98,20,-13,-1.538461538,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
99,-15,6,-2.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
100,17,-5,-3.4,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
101,7,-1,-7,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
102,16,24,0.666666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
103,18,-16,-1.125,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
104,21,-24,-0.875,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
105,-18,-11,1.636363636,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
106,-11,-8,1.375,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
107,-9,22,-0.409090909,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
108,7,-13,-0.538461538,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
109,16,16,1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
110,-14,8,-1.75,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
111,17,-18,-0.944444444,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
112,-23,8,-2.875,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
113,-21,-17,1.235294118,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
114,-14,24,-0.583333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
115,14,17,0.823529412,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
116,21,11,1.909090909,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
117,20,17,1.176470588,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
118,15,14,1.071428571,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
119,-17,-6,2.833333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
120,-7,19,-0.368421053,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
121,3,-17,-0.176470588,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
122,5,-14,-0.357142857,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
123,-22,-25,0.88,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
124,-2,15,-0.133333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
126,22,-11,-2,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
128,-1,18,-0.055555556,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
129,-15,23,-0.652173913,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
130,25,-14,-1.785714286,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
131,8,-7,-1.142857143,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
132,-10,-14,0.714285714,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
133,-7,8,-0.875,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
134,18,-3,-6,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
135,-8,24,-0.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
136,-9,-7,1.285714286,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
137,-22,24,-0.916666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
138,-9,-13,0.692307692,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
139,5,8,0.625,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
140,-1,10,-0.1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
141,10,-9,-1.111111111,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
142,0,15,0,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
143,1,-19,-0.052631579,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
144,-3,-16,0.1875,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
145,8,15,0.533333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
146,-25,4,-6.25,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
147,-14,8,-1.75,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
148,-14,15,-0.933333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
149,13,-1,-13,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
150,-22,-4,5.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
151,4,-12,-0.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
152,-22,25,-0.88,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
153,-7,-12,0.583333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
154,-12,-11,1.090909091,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
156,-10,10,-1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
157,-18,-16,1.125,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
158,-17,-10,1.7,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
159,1,18,0.055555556,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
160,21,-4,-5.25,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
161,11,-10,-1.1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
162,-7,25,-0.28,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
163,15,-9,-1.666666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
164,13,10,1.3,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
165,18,11,1.636363636,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
166,17,-8,-2.125,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
167,-20,-2,10,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
168,-21,22,-0.954545455,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
169,-5,-7,0.714285714,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
170,-11,23,-0.47826087,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
171,-1,-4,0.25,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
172,-10,-20,0.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
173,-13,-8,1.625,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
174,-1,17,-0.058823529,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
175,24,24,1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
176,24,-17,-1.411764706,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
177,-11,-24,0.458333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
178,-22,-6,3.666666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
179,-4,-18,0.222222222,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
180,8,-15,-0.533333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
181,-17,9,-1.888888889,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
182,-1,-12,0.083333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
183,14,-8,-1.75,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
184,-19,-13,1.461538462,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
185,7,14,0.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
186,-19,9,-2.111111111,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
187,-1,-20,0.05,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
188,1,17,0.058823529,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
189,1,-21,-0.047619048,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
190,-1,15,-0.066666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
191,-9,-10,0.9,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
192,16,-4,-4,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
193,-9,21,-0.428571429,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
194,-7,4,-1.75,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
195,6,11,0.545454545,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
196,16,-2,-8,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
197,24,20,1.2,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
198,19,19,1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
199,-17,-9,1.888888889,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
200,5,-15,-0.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
201,1,21,0.047619048,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
202,11,-3,-3.666666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
203,13,-16,-0.8125,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
204,-9,7,-1.285714286,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
205,-1,18,-0.055555556,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
206,-1,1,-1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
207,16,10,1.6,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
208,-17,1,-17,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
210,-12,-10,1.2,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
211,6,-18,-0.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
212,-11,16,-0.6875,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
213,0,-6,0,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
214,21,7,3,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
215,19,-14,-1.357142857,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
216,4,12,0.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
217,-7,7,-1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
218,11,-18,-0.611111111,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
219,-4,-7,0.571428571,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
220,4,20,0.2,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
221,9,-9,-1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
222,-3,-15,0.2,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
223,-5,10,-0.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
224,-17,25,-0.68,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
225,-4,8,-0.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
226,-9,-22,0.409090909,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
227,-1,12,-0.083333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
228,-16,-5,3.2,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
229,7,-2,-3.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
230,-12,7,-1.714285714,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
231,22,6,3.666666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
232,-14,12,-1.166666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
233,-8,11,-0.727272727,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
234,-21,-10,2.1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
235,3,19,0.157894737,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
236,8,18,0.444444444,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
237,0,-8,0,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
238,-25,10,-2.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
239,-20,16,-1.25,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
240,-9,-17,0.529411765,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
241,16,-3,-5.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
242,11,19,0.578947368,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
243,-6,4,-1.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
244,-25,-17,1.470588235,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
245,-4,7,-0.571428571,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
246,-20,3,-6.666666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
247,-11,-6,1.833333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
248,-15,17,-0.882352941,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
249,10,8,1.25,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
250,-3,-16,0.1875,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
251,0,11,0,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
252,-18,1,-18,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
253,-5,-8,0.625,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
254,8,-2,-4,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
255,-23,10,-2.3,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
256,13,4,3.25,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
257,1,-10,-0.1,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
258,2,10,0.2,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
259,23,1,23,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
260,11,15,0.733333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
261,-13,-7,1.857142857,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
262,18,5,3.6,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
263,-13,18,-0.722222222,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
264,20,18,1.111111111,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
265,12,-24,-0.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
266,9,2,4.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
267,2,-16,-0.125,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
268,5,7,0.714285714,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
269,15,-21,-0.714285714,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
270,10,-23,-0.434782609,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
271,19,-5,-3.8,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
272,-17,12,-1.416666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
273,-2,-25,0.08,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
274,16,20,0.8,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
275,-17,12,-1.416666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
276,-19,-5,3.8,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
277,1,25,0.04,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
278,12,5,2.4,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
279,-11,17,-0.647058824,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
280,-7,2,-3.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
281,-19,-2,9.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
282,8,3,2.666666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
283,23,-25,-0.92,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
284,-6,-18,0.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
285,-10,-16,0.625,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
286,18,-10,-1.8,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
287,1,-8,-0.125,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
288,24,22,1.090909091,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
289,1,-13,-0.076923077,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
290,-11,14,-0.785714286,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
291,-13,-3,4.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
292,-4,25,-0.16,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
293,-19,-8,2.375,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
294,-25,11,-2.272727273,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
295,24,7,3.428571429,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
296,-10,-1,10,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
297,-18,-21,0.857142857,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
298,-24,-6,4,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
299,-22,-4,5.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
301,21,-2,-10.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
302,1,-17,-0.058823529,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
303,6,-7,-0.857142857,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
304,-12,11,-1.090909091,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
305,22,-24,-0.916666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
306,-18,17,-1.058823529,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
307,16,3,5.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
308,-12,-8,1.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
309,3,19,0.157894737,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
310,6,12,0.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
311,-8,12,-0.666666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
312,13,-15,-0.866666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
313,-5,-7,0.714285714,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
314,-11,-5,2.2,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
315,7,24,0.291666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
316,15,-19,-0.789473684,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
317,-10,21,-0.476190476,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
318,-4,-12,0.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
319,25,-1,-25,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
320,11,-14,-0.785714286,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
321,-9,-1,9,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
322,22,12,1.833333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
323,0,15,0,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
324,25,18,1.388888889,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
325,0,-13,0,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
326,-20,23,-0.869565217,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
327,22,13,1.692307692,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
328,-2,1,-2,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
329,12,9,1.333333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
330,-22,4,-5.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
331,14,-19,-0.736842105,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
332,-18,8,-2.25,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
333,-24,10,-2.4,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
334,23,-15,-1.533333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
335,-18,-4,4.5,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
336,-19,-8,2.375,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
337,-13,-21,0.619047619,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
338,2,3,0.666666667,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
339,13,-18,-0.722222222,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
340,12,-15,-0.8,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
341,-12,6,-2,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
342,-25,-17,1.470588235,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
343,17,24,0.708333333,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
344,16,18,0.888888889,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
345,18,-7,-2.571428571,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
346,25,11,2.272727273,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
347,3,7,0.428571429,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
348,-3,-14,0.214285714,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
349,-20,-16,1.25,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
350,-1,-22,0.045454545,2021-12-01 02:49:39.886460,tests/tests_data/division_large.csv
